episode,has_crossed_door,got_key,opened_door,got_ball
136,0,1,0,0
137,0,1,0,0
138,0,0,0,0
139,0,0,0,0
140,0,0,0,0
141,0,1,0,0
142,0,0,0,0
143,0,0,0,0
144,0,1,0,0
145,0,0,0,0
146,0,0,0,0
147,0,0,0,0
148,0,0,0,0
149,0,0,0,0
150,0,1,0,0
151,0,0,0,0
152,0,0,0,0
153,0,0,0,0
154,0,0,0,0
155,0,0,0,0
156,0,0,0,0
157,0,0,0,0
158,0,0,0,0
159,0,0,0,0
160,0,1,0,0
161,0,1,0,0
162,0,0,0,0
163,0,0,0,0
164,0,1,0,0
165,0,1,0,0
166,0,0,0,0
167,0,1,0,0
168,0,1,0,0
169,0,0,0,0
170,0,1,0,0
171,0,1,0,0
172,0,1,0,0
173,0,1,0,0
174,0,1,0,0
175,0,0,0,0
176,0,0,0,0
177,0,1,0,0
178,0,1,0,0
179,0,0,0,0
180,0,1,0,0
181,0,1,0,0
182,0,1,0,0
183,0,1,0,0
184,0,1,0,0
185,0,1,0,0
186,0,1,0,0
187,0,1,0,0
188,0,0,0,0
189,0,0,0,0
190,0,0,0,0
191,0,0,0,0
192,0,1,0,0
193,0,1,0,0
194,0,1,0,0
195,0,0,0,0
196,0,1,0,0
197,0,0,0,0
198,0,1,0,0
199,0,1,0,0
200,0,0,0,0
201,0,1,0,0
202,0,1,0,0
203,0,0,0,0
204,0,0,0,0
205,0,0,0,0
206,0,0,0,0
207,0,1,0,0
208,0,0,0,0
209,0,0,0,0
210,0,0,0,0
211,0,0,0,0
212,0,0,0,0
213,0,0,0,0
214,0,1,0,0
215,0,0,0,0
216,0,1,0,0
217,0,0,0,0
218,0,0,0,0
219,0,0,0,0
220,0,0,0,0
221,0,1,0,0
222,0,0,0,0
223,0,1,0,0
224,0,0,0,0
225,0,0,0,0
226,0,0,0,0
227,0,0,0,0
228,0,1,0,0
229,0,1,0,0
230,0,0,0,0
231,0,1,0,0
232,0,1,0,0
233,0,1,0,0
234,0,1,0,0
235,0,0,0,0
236,0,1,0,0
237,0,0,0,0
238,0,0,0,0
239,0,0,0,0
240,0,0,0,0
241,0,0,0,0
242,0,0,0,0
243,0,0,0,0
244,0,0,0,0
245,0,0,0,0
246,0,1,0,0
247,0,0,0,0
248,0,0,0,0
249,0,0,0,0
250,0,0,0,0
251,0,0,0,0
252,0,0,0,0
253,0,0,0,0
254,0,0,0,0
255,0,0,0,0
256,0,0,0,0
257,0,0,0,0
258,0,0,0,0
259,0,0,0,0
260,0,0,0,0
261,0,0,0,0
262,0,0,0,0
263,0,1,0,0
264,0,0,0,0
265,0,1,0,0
266,0,1,0,0
267,0,0,0,0
268,0,0,0,0
269,0,1,0,0
270,0,1,0,0
271,0,0,0,0
272,0,1,0,0
273,0,0,0,0
274,0,1,0,0
275,0,0,0,0
276,0,1,0,0
277,0,1,0,0
278,0,0,0,0
279,0,1,0,0
280,0,0,0,0
281,0,0,0,0
282,0,0,0,0
283,0,1,0,0
284,0,1,0,0
285,0,0,0,0
286,0,0,0,0
287,0,0,0,0
288,0,0,0,0
289,0,0,0,0
290,0,0,0,0
291,0,0,0,0
292,0,0,0,0
293,0,0,0,0
294,0,1,0,0
295,0,0,0,0
296,0,0,0,0
297,0,1,0,0
298,0,0,0,0
299,0,0,0,0
300,0,0,0,0
301,0,0,0,0
302,0,0,0,0
303,0,0,0,0
304,0,1,0,0
305,0,0,0,0
306,0,0,0,0
307,0,1,0,0
308,0,0,0,0
309,0,1,0,0
310,0,1,0,0
311,0,1,0,0
312,0,0,0,0
313,0,0,0,0
314,0,0,0,0
315,0,0,0,0
316,0,0,0,0
317,0,0,0,0
318,0,1,0,0
319,0,0,0,0
320,0,0,0,0
321,0,0,0,0
322,0,0,0,0
323,0,0,0,0
324,0,1,0,0
325,0,0,0,0
326,0,0,0,0
327,0,0,0,0
328,0,0,0,0
329,0,1,0,0
330,0,0,0,0
331,0,0,0,0
332,0,0,0,0
333,0,0,0,0
334,0,1,0,0
335,0,0,0,0
336,0,1,0,0
337,0,0,0,0
338,0,0,0,0
339,0,0,0,0
340,0,0,0,0
341,0,0,0,0
342,0,1,0,0
343,0,0,0,0
344,0,0,0,0
345,0,0,0,0
346,0,1,0,0
347,0,0,0,0
348,0,1,0,0
349,0,1,0,0
350,0,0,0,0
351,0,1,0,0
352,0,1,0,0
353,0,1,0,0
354,0,1,0,0
355,0,0,0,0
356,0,0,0,0
357,0,1,0,0
358,0,1,0,0
359,0,0,0,0
360,0,0,0,0
361,0,0,0,0
362,0,0,0,0
363,0,0,0,0
364,0,1,0,0
365,0,0,0,0
366,0,0,0,0
367,0,1,0,0
368,0,0,0,0
369,0,0,0,0
370,0,0,0,0
371,0,1,0,0
372,0,0,0,0
373,0,1,0,0
374,0,0,0,0
375,0,0,0,0
376,0,0,0,0
377,0,1,0,0
378,0,0,0,0
379,0,1,0,0
380,0,0,0,0
381,0,0,0,0
382,0,1,0,0
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,1,0,0
387,0,1,0,0
388,0,1,0,0
389,0,0,0,0
390,0,0,0,0
391,0,1,0,0
392,0,0,0,0
393,0,1,0,0
394,0,1,0,0
395,0,1,0,0
396,0,1,0,0
397,0,1,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,0,0,0
402,0,0,0,0
403,0,1,0,0
404,0,0,0,0
405,0,0,0,0
406,0,1,0,0
407,0,1,0,0
408,0,0,0,0
409,0,1,0,0
410,0,0,0,0
411,0,1,0,0
412,0,0,0,0
413,0,1,0,0
414,0,0,0,0
415,0,1,0,0
416,0,0,0,0
417,0,0,0,0
418,0,0,0,0
419,0,1,0,0
420,0,0,0,0
421,0,0,0,0
422,0,1,0,0
423,0,0,0,0
424,0,0,0,0
425,0,0,0,0
426,0,1,0,0
427,0,0,0,0
428,0,0,0,0
429,0,0,0,0
430,0,1,0,0
431,0,0,0,0
432,0,0,0,0
433,0,1,0,0
434,0,0,0,0
435,0,0,0,0
436,0,0,0,0
437,0,0,0,0
438,0,1,0,0
439,0,0,0,0
440,0,0,0,0
441,0,0,0,0
442,0,0,0,0
443,0,0,0,0
444,0,1,0,0
445,0,1,0,0
446,0,0,0,0
447,0,1,0,0
448,0,0,0,0
449,0,0,0,0
450,0,1,0,0
451,0,1,0,0
452,0,1,0,0
453,0,1,0,0
454,0,1,0,0
455,0,1,0,0
456,0,1,0,0
457,0,1,0,0
458,1,1,1,0
459,0,1,0,0
460,0,1,0,0
461,0,1,0,0
462,0,0,0,0
463,0,1,0,0
464,0,0,0,0
465,0,1,0,0
466,0,1,0,0
467,0,0,0,0
468,0,0,0,0
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,1,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,0,1,0,0
477,0,1,0,0
478,0,0,0,0
479,0,0,0,0
480,0,1,0,0
481,0,1,0,0
482,0,1,0,0
483,0,1,0,0
484,0,0,0,0
485,0,1,0,0
486,0,1,0,0
487,0,1,0,0
488,0,1,0,0
489,0,1,0,0
490,0,1,0,0
491,0,1,0,0
492,0,1,0,0
493,0,1,0,0
494,0,1,0,0
495,0,1,0,0
496,0,1,0,0
497,0,1,0,0
498,0,1,0,0
499,0,1,0,0
500,0,1,0,0
501,0,1,0,0
502,0,1,0,0
503,0,1,0,0
504,0,1,0,0
505,0,1,0,0
506,0,1,0,0
507,0,1,0,0
508,0,1,0,0
509,0,1,0,0
510,0,1,0,0
511,0,1,0,0
512,0,1,0,0
513,0,1,0,0
514,0,1,0,0
515,0,1,0,0
516,0,1,0,0
517,0,1,0,0
518,0,1,0,0
519,0,1,0,0
520,0,1,0,0
521,0,1,0,0
522,0,1,1,0
523,0,1,0,0
524,0,1,0,0
525,0,1,0,0
526,0,1,0,0
527,0,1,1,0
528,0,1,0,0
529,0,1,0,0
530,0,1,0,0
531,0,1,0,0
532,0,1,0,0
533,0,1,0,0
534,0,1,0,0
535,0,1,0,0
536,0,1,1,0
537,1,1,1,1
538,0,1,0,0
539,0,1,0,0
540,0,1,0,0
541,0,1,0,0
542,0,1,0,0
543,0,1,0,0
544,0,1,0,0
545,0,1,0,0
546,0,1,0,0
547,0,1,0,0
548,0,1,1,0
549,0,1,0,0
550,0,1,0,0
551,0,1,0,0
552,1,1,0,0
553,0,1,1,0
554,0,1,0,0
555,0,1,0,0
556,0,1,0,0
557,1,1,1,0
558,0,1,0,0
559,0,1,0,0
560,1,1,0,0
561,0,1,1,0
562,0,1,0,0
563,0,1,0,0
564,0,1,0,0
565,0,1,0,0
566,1,1,1,1
567,0,1,0,0
568,0,1,1,0
569,0,1,0,0
570,0,1,1,0
571,0,1,0,0
572,0,1,1,0
573,1,1,1,1
574,0,1,1,0
575,0,1,0,0
576,0,1,0,0
577,1,1,1,0
578,0,1,0,0
579,0,1,0,0
580,0,1,0,0
581,1,1,1,0
582,0,1,0,0
583,1,1,0,0
584,0,1,0,0
585,1,1,1,0
586,0,1,0,0
587,1,1,1,0
588,0,1,0,0
589,0,1,0,0
590,0,1,0,0
591,1,1,1,1
592,0,1,0,0
593,1,1,1,0
594,1,1,1,0
595,1,1,1,0
596,1,1,1,0
597,0,1,0,0
598,1,1,1,0
599,1,1,1,0
600,0,1,1,0
601,0,1,0,0
602,1,1,1,0
603,0,1,0,0
604,0,1,0,0
605,0,1,0,0
606,1,1,1,0
607,0,1,0,0
608,0,1,0,0
609,0,1,0,0
610,1,1,0,0
611,0,1,1,0
612,0,1,1,0
613,0,1,0,0
614,0,1,0,0
615,0,1,0,0
616,1,1,1,0
617,0,1,0,0
618,0,1,0,0
619,1,1,1,0
620,0,1,0,0
621,0,1,0,0
622,0,1,0,0
623,0,1,0,0
624,1,1,1,0
625,0,1,0,0
626,0,1,0,0
627,0,1,0,0
628,0,1,0,0
629,0,1,0,0
630,0,1,0,0
631,0,1,0,0
632,0,1,0,0
633,0,1,0,0
634,1,1,0,0
635,1,1,1,0
636,1,1,1,0
637,0,1,0,0
638,0,1,1,0
639,0,1,1,0
640,0,1,1,0
641,0,1,0,0
642,0,1,1,0
643,1,1,1,0
644,0,1,0,0
645,0,1,0,0
646,1,1,1,0
647,0,1,1,0
648,1,1,1,0
649,0,1,0,0
650,0,1,0,0
651,0,1,0,0
652,0,1,0,0
653,0,1,0,0
654,1,1,0,0
655,0,1,0,0
656,0,1,0,0
657,0,1,0,0
658,0,1,1,0
659,0,1,0,0
660,1,1,1,0
661,0,1,1,0
662,0,1,0,0
663,0,1,0,0
664,0,1,0,0
665,0,1,0,0
666,1,1,1,1
667,1,1,1,0
668,0,1,0,0
669,1,1,1,0
670,1,1,1,1
671,0,1,0,0
672,1,1,1,0
673,1,1,1,1
674,0,0,0,0
675,0,1,0,0
676,1,1,1,1
677,0,1,1,0
678,1,1,1,1
679,1,1,1,0
680,0,1,1,0
681,1,1,1,1
682,0,1,0,0
683,0,1,0,0
684,0,1,0,0
685,1,1,1,0
686,0,1,1,0
687,1,1,1,1
688,0,1,1,0
689,0,1,0,0
690,0,1,0,0
691,0,1,0,0
692,1,1,1,0
693,0,1,0,0
694,0,1,0,0
695,1,1,1,0
696,0,1,0,0
697,0,1,0,0
698,1,1,1,1
699,0,1,0,0
700,1,1,1,0
701,1,1,1,1
702,0,1,0,0
703,0,1,0,0
704,1,1,1,1
705,0,1,0,0
706,0,1,0,0
707,0,1,0,0
708,0,1,0,0
709,1,1,1,0
710,1,1,1,0
711,0,1,0,0
712,0,1,0,0
713,0,1,0,0
714,1,1,1,0
715,1,1,1,0
716,0,1,0,0
717,1,1,1,1
718,1,1,1,1
719,0,1,0,0
720,1,1,1,0
721,1,1,1,1
722,1,1,1,0
723,0,1,0,0
724,0,1,1,0
725,0,0,0,0
726,1,1,1,1
727,0,1,0,0
728,1,1,1,1
729,0,1,1,0
730,0,1,0,0
731,1,1,1,0
732,0,1,1,0
733,0,1,1,0
734,0,1,0,0
735,1,1,1,0
736,1,1,1,0
737,0,1,1,0
738,0,1,0,0
739,0,1,0,0
740,1,1,1,1
741,1,1,1,0
742,0,1,0,0
743,0,1,0,0
744,0,1,1,0
745,0,1,0,0
746,1,1,1,1
747,0,1,0,0
748,1,1,1,0
749,1,1,1,1
750,0,1,0,0
751,1,1,1,0
752,1,1,1,0
753,0,1,0,0
754,0,1,0,0
755,0,1,0,0
756,1,1,1,0
757,0,1,0,0
758,1,1,1,0
759,0,0,0,0
760,0,1,0,0
761,1,1,1,0
762,0,1,0,0
763,0,1,1,0
764,0,1,0,0
765,0,1,0,0
766,0,1,1,0
767,1,1,1,1
768,0,1,1,0
769,1,1,1,1
770,1,1,1,0
771,0,1,0,0
772,1,1,1,0
773,1,1,0,0
774,1,1,0,0
775,0,1,0,0
776,1,1,1,0
777,0,1,0,0
778,1,1,1,0
779,1,1,1,0
780,1,1,1,1
781,1,1,1,0
782,0,1,0,0
783,0,1,0,0
784,0,1,0,0
785,1,1,1,1
786,1,1,1,1
787,1,1,1,0
788,1,1,1,0
789,0,1,0,0
790,1,1,1,1
791,0,1,0,0
792,0,1,0,0
793,0,1,0,0
794,0,1,1,0
795,1,1,1,0
796,1,1,0,0
797,1,1,1,1
798,0,1,0,0
799,0,1,0,0
800,1,1,1,0
801,1,1,1,1
802,1,1,1,0
803,0,1,0,0
804,1,1,1,0
805,1,1,1,0
806,1,1,1,1
807,0,1,0,0
808,0,0,0,0
809,1,1,0,0
810,0,1,0,0
811,1,1,1,0
812,1,1,1,0
813,0,1,0,0
814,1,1,1,0
815,0,1,0,0
816,0,1,1,0
817,1,1,1,0
818,0,1,0,0
819,1,1,1,1
820,1,1,1,1
821,0,0,0,0
822,1,1,1,0
823,1,1,1,1
824,0,1,0,0
825,1,1,1,1
826,0,1,0,0
827,1,1,1,1
828,1,1,1,1
829,1,1,1,0
830,1,1,1,0
831,1,1,1,1
832,0,1,0,0
833,0,0,0,0
834,1,1,1,0
835,1,1,1,1
836,0,1,0,0
837,1,1,1,0
838,1,1,1,0
839,1,1,1,0
840,1,1,1,1
841,1,1,1,1
842,1,1,1,0
843,1,1,1,0
844,1,1,0,1
845,1,1,1,0
846,1,1,1,0
847,0,1,1,0
848,0,1,0,0
849,1,1,1,0
850,1,1,1,0
851,1,1,1,1
852,0,1,1,0
853,1,1,1,1
854,0,1,0,0
855,1,1,1,0
856,1,1,1,0
857,0,0,0,0
858,1,1,1,0
859,1,1,1,1
860,1,1,1,0
861,0,1,0,0
862,0,0,0,0
863,1,1,1,1
864,1,1,1,1
865,1,1,1,0
866,1,1,1,1
867,0,1,0,0
868,1,1,1,0
869,1,1,1,0
870,0,0,0,0
871,1,1,1,1
872,0,1,0,0
873,1,1,1,0
874,1,1,1,1
875,1,1,1,1
876,1,1,1,1
877,1,1,1,0
878,0,1,0,0
879,0,0,0,0
880,1,1,1,1
881,1,1,1,1
882,1,1,1,0
883,1,1,1,1
884,0,0,0,0
885,0,1,0,0
886,1,1,1,0
887,0,0,0,0
888,0,0,0,0
889,0,1,0,0
890,1,1,0,1
891,0,1,0,0
892,0,0,0,0
893,1,1,1,1
894,1,1,1,1
895,0,1,0,0
896,1,1,1,1
897,1,1,1,1
898,0,0,0,0
899,0,0,0,0
900,1,1,1,1
901,1,1,1,1
902,0,0,0,0
903,0,0,0,0
904,1,1,1,0
905,1,1,1,0
906,0,0,0,0
907,1,1,1,0
908,0,1,0,0
909,0,0,0,0
910,0,0,0,0
911,1,1,1,0
912,0,0,0,0
913,1,1,1,1
914,0,0,0,0
915,1,1,1,0
916,1,1,1,0
917,1,1,1,0
918,0,0,0,0
919,1,1,1,0
920,0,0,0,0
921,0,0,0,0
922,1,1,0,1
923,0,0,0,0
924,0,0,0,0
925,1,1,1,0
926,0,1,0,0
927,1,1,1,1
928,1,1,1,1
929,0,0,0,0
930,1,1,1,1
931,1,1,1,0
932,0,0,0,0
933,1,1,1,0
934,0,0,0,0
935,1,1,1,0
936,1,1,1,1
937,1,1,1,0
938,1,1,1,0
939,1,1,1,1
940,1,1,1,1
941,0,0,0,0
942,1,1,1,0
943,0,1,0,0
944,1,1,1,1
945,1,1,1,0
946,0,0,0,0
947,1,1,1,0
948,0,1,0,0
949,1,1,1,1
950,0,0,0,0
951,0,0,0,0
952,0,1,0,0
953,1,1,1,0
954,1,1,1,1
955,1,1,1,1
956,0,0,0,0
957,1,1,1,1
958,1,1,1,0
959,0,0,0,0
960,1,1,1,1
961,0,0,0,0
962,1,1,1,1
963,1,1,1,1
964,1,1,1,1
965,0,0,0,0
966,1,1,1,0
967,0,1,0,0
968,1,1,1,1
969,1,1,1,0
970,1,1,1,0
971,1,1,1,0
972,1,1,1,0
973,1,1,1,0
974,1,1,1,0
975,1,1,0,1
976,1,1,1,1
977,1,1,1,0
978,1,1,1,0
979,0,1,0,0
980,0,1,0,0
981,0,0,0,0
982,1,1,1,0
983,0,1,0,0
984,0,0,0,0
985,1,1,1,0
986,1,1,1,1
987,1,1,1,0
988,1,1,1,1
989,1,1,1,0
990,1,1,1,0
991,1,1,1,0
992,0,1,0,0
993,1,1,1,1
994,1,1,1,1
995,1,1,1,1
996,1,1,1,0
997,1,1,0,0
998,1,1,1,1
999,1,1,0,0
1000,1,1,1,1
1001,1,1,1,1
1002,1,1,1,1
1003,1,1,0,0
1004,1,1,1,1
1005,1,1,1,1
1006,1,1,1,0
1007,1,1,1,1
1008,1,1,1,0
1009,1,1,1,1
1010,1,1,0,1
1011,1,1,1,0
1012,1,1,1,0
1013,1,1,1,1
1014,1,1,0,1
1015,1,1,1,1
1016,1,1,0,1
1017,1,1,1,1
1018,1,1,1,1
1019,0,0,0,0
1020,1,1,1,1
1021,1,1,1,0
1022,1,1,1,0
1023,1,1,1,1
1024,1,1,1,0
1025,1,1,1,0
1026,1,1,1,0
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,1,1,1,1
1031,1,1,1,1
1032,0,1,0,0
1033,1,1,1,1
1034,0,1,0,0
1035,0,0,0,0
1036,1,1,1,0
1037,1,1,1,1
1038,1,1,1,1
1039,1,1,1,0
1040,1,1,1,1
1041,1,1,1,1
1042,1,1,1,1
1043,0,0,0,0
1044,1,1,1,1
1045,1,1,1,0
1046,0,0,0,0
1047,1,1,1,0
1048,1,1,1,1
1049,1,1,1,1
1050,0,0,0,0
1051,1,1,1,0
1052,0,0,0,0
1053,1,1,1,0
1054,1,1,1,0
1055,1,1,1,1
1056,1,1,1,1
1057,1,1,1,1
1058,1,1,1,0
1059,1,1,1,0
1060,1,1,1,0
1061,0,0,0,0
1062,1,1,1,1
1063,1,1,1,0
1064,1,1,1,0
1065,1,1,1,1
1066,1,1,1,1
1067,1,1,1,1
1068,1,1,1,0
1069,1,1,1,1
1070,1,1,1,1
1071,1,1,1,0
1072,1,1,1,1
1073,1,1,1,1
1074,1,1,1,1
1075,1,1,1,0
1076,0,0,0,0
1077,1,1,1,0
1078,1,1,1,0
1079,1,1,1,1
1080,1,1,1,1
1081,1,1,1,1
1082,1,1,1,0
1083,0,0,0,0
1084,1,1,1,0
1085,1,1,1,1
1086,1,1,1,1
1087,1,1,1,0
1088,1,1,1,1
1089,1,1,1,1
1090,1,1,1,1
1091,1,1,1,1
1092,1,1,1,1
1093,0,0,0,0
1094,1,1,1,1
1095,1,1,1,1
1096,1,1,1,1
1097,1,1,0,0
1098,1,1,1,0
1099,1,1,1,1
1100,1,1,1,1
1101,1,1,1,1
1102,0,0,0,0
1103,1,1,1,1
1104,1,1,1,0
1105,1,1,1,0
1106,1,1,1,0
1107,1,1,1,1
1108,0,0,0,0
1109,1,1,1,1
1110,1,1,1,1
1111,1,1,1,1
1112,1,1,1,0
1113,0,0,0,0
1114,1,1,1,0
1115,0,0,0,0
1116,1,1,1,1
1117,1,1,0,1
1118,0,0,0,0
1119,1,1,1,1
1120,1,1,1,1
1121,1,1,1,1
1122,1,1,1,1
1123,1,1,1,1
1124,1,1,1,1
1125,0,0,0,0
1126,1,1,1,0
1127,1,1,1,1
1128,1,1,1,1
1129,1,1,0,1
1130,0,0,0,0
1131,1,1,1,0
1132,1,1,0,1
1133,1,1,1,0
1134,1,1,1,1
1135,1,1,1,0
1136,1,1,1,0
1137,1,1,1,0
1138,1,1,0,0
1139,1,1,1,1
1140,0,0,0,0
1141,1,1,1,1
1142,0,1,0,0
1143,0,0,0,0
1144,1,1,1,0
1145,1,1,1,0
1146,1,1,1,1
1147,0,1,1,0
1148,1,1,1,0
1149,1,1,1,0
1150,0,0,0,0
1151,0,0,0,0
1152,1,1,1,1
1153,1,1,1,1
1154,1,1,1,0
1155,1,1,0,1
1156,0,1,0,0
1157,1,1,1,1
1158,1,1,1,1
1159,1,1,1,0
1160,0,0,0,0
1161,1,1,1,0
1162,1,1,1,1
1163,1,1,0,0
1164,1,1,1,0
1165,1,1,1,1
1166,1,1,1,1
1167,1,1,1,0
1168,1,1,1,1
1169,0,0,0,0
1170,0,0,0,0
1171,1,1,1,0
1172,1,1,1,0
1173,0,0,0,0
1174,1,1,1,1
1175,1,1,1,1
1176,1,1,1,0
1177,1,1,1,0
1178,1,1,1,0
1179,1,1,1,0
1180,1,1,1,1
1181,1,1,1,0
1182,1,1,1,1
1183,1,1,1,0
1184,1,1,1,1
1185,1,1,1,1
1186,1,1,0,1
1187,0,0,0,0
1188,0,0,0,0
1189,1,1,1,1
1190,1,1,1,1
1191,1,1,1,0
1192,0,0,0,0
1193,1,1,1,0
1194,1,1,1,1
1195,0,0,0,0
1196,1,1,1,1
1197,1,1,1,1
1198,1,1,1,1
1199,1,1,1,1
1200,1,1,1,1
1201,1,1,1,1
1202,1,1,1,1
1203,0,0,0,0
1204,1,1,1,0
1205,1,1,1,0
1206,1,1,1,0
1207,1,1,1,1
1208,1,1,1,1
1209,1,1,1,1
1210,1,1,1,1
1211,1,1,1,0
1212,1,1,1,1
1213,1,1,1,1
1214,1,1,0,0
1215,0,0,0,0
1216,1,1,1,1
1217,1,1,1,1
1218,1,1,1,0
1219,0,0,0,0
1220,1,1,1,1
1221,1,1,1,0
1222,1,1,1,0
1223,1,1,1,1
1224,1,1,1,1
1225,1,1,1,0
1226,1,1,1,1
1227,1,1,1,1
1228,1,1,1,1
1229,1,1,1,1
1230,0,0,0,0
1231,1,1,1,1
1232,1,1,1,0
1233,0,0,0,0
1234,1,1,1,1
1235,1,1,1,0
1236,0,0,0,0
1237,1,1,1,0
1238,1,1,1,0
1239,0,0,0,0
1240,1,1,1,0
1241,1,1,1,1
1242,1,1,1,1
1243,1,1,1,0
1244,0,0,0,0
1245,1,1,1,1
1246,1,1,1,0
1247,1,1,1,1
1248,1,1,1,0
1249,0,0,0,0
1250,1,1,1,0
1251,0,0,0,0
1252,1,1,1,1
1253,0,0,0,0
1254,1,1,1,0
1255,1,1,1,1
1256,1,1,1,0
1257,1,1,1,0
1258,0,0,0,0
1259,1,1,1,1
1260,0,0,0,0
1261,1,1,1,1
1262,0,0,0,0
1263,0,0,0,0
1264,1,1,1,1
1265,1,1,1,1
1266,1,1,1,1
1267,1,1,1,0
1268,1,1,1,1
1269,1,1,1,0
1270,1,1,1,1
1271,1,1,1,0
1272,1,1,1,1
1273,1,1,1,0
1274,0,0,0,0
1275,1,1,1,0
1276,1,1,1,0
1277,1,1,1,0
1278,0,0,0,0
1279,1,1,1,1
1280,1,1,1,0
1281,0,0,0,0
1282,1,1,1,0
1283,1,1,1,1
1284,1,1,0,0
1285,1,1,1,0
1286,1,1,1,0
1287,0,0,0,0
1288,1,1,1,1
1289,1,1,1,1
1290,1,1,1,0
1291,1,1,1,1
1292,1,1,1,1
1293,1,1,1,0
1294,1,1,0,1
1295,1,1,1,0
1296,1,1,1,1
1297,1,1,1,0
1298,1,1,1,1
1299,1,1,1,1
1300,1,1,1,1
1301,0,0,0,0
1302,1,1,1,1
1303,0,0,0,0
1304,1,1,1,0
1305,1,1,1,0
1306,1,1,1,1
1307,1,1,1,1
1308,1,1,1,0
1309,1,1,1,1
1310,1,1,1,0
1311,0,0,0,0
1312,0,0,0,0
1313,1,1,1,1
1314,1,1,1,0
1315,1,1,1,1
1316,1,1,1,0
1317,0,1,1,0
1318,1,1,1,1
1319,1,1,1,1
1320,1,1,1,0
1321,0,0,0,0
1322,1,1,1,0
1323,1,1,1,0
1324,1,1,1,0
1325,1,1,1,0
1326,1,1,1,1
1327,0,0,0,0
1328,1,1,1,0
1329,1,1,1,1
1330,1,1,1,1
1331,1,1,1,1
1332,0,0,0,0
1333,1,1,1,1
1334,1,1,1,0
1335,1,1,1,1
1336,1,1,1,1
1337,1,1,1,0
1338,1,1,1,0
1339,1,1,1,0
1340,1,1,1,0
1341,1,1,1,0
1342,1,1,1,1
1343,1,1,0,1
1344,1,1,1,1
1345,1,1,1,1
1346,1,1,0,1
1347,1,1,0,0
1348,1,1,1,0
1349,1,1,1,1
1350,0,0,0,0
1351,0,0,0,0
1352,0,1,1,0
1353,0,0,0,0
1354,1,1,0,1
1355,1,1,1,0
1356,1,1,1,0
1357,1,1,1,0
1358,1,1,1,1
1359,1,1,1,0
